,ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
126,24985,Girls,Apparel,Topwear,Tops,Pink,Casual,United Colors of Benetton Kids Girls Pink Printed Top,24985.jpg,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg
127,41976,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls White Pedal Pusher,41976.jpg,http://assets.myntassets.com/v1/images/style/properties/4247c4e2995d8c399e41a03d39067a56_images.jpg
128,2708,Girls,Apparel,Dress,Dresses,White,Casual,Disney Kids Girl's White Dress Pooh Kidswear,2708.jpg,http://assets.myntassets.com/v1/images/style/properties/43bebe24a5aeacfbef2201f0ba264fc4_images.jpg
129,2737,Girls,Apparel,Topwear,Tops,Red,Casual,Disney Kids Girl's Red Kidswear,2737.jpg,http://assets.myntassets.com/v1/images/style/properties/35e3b397144b0e2f810be458cea913bc_images.jpg
130,36215,Girls,Apparel,Bottomwear,Shorts,Purple,Casual,Gini and Jony Girls Core Purple Shorts,36215.jpg,http://assets.myntassets.com/v1/images/style/properties/da87d030dd2cc9003e67e29841a8b525_images.jpg
131,37565,Girls,Apparel,Innerwear,Innerwear Vests,Green,Casual,Madagascar Girls Green Innerwear Vest,37565.jpg,http://assets.myntassets.com/v1/images/style/properties/51bb3815d90a782bd22194ceb30d4232_images.jpg
132,38328,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Top,38328.jpg,http://assets.myntassets.com/v1/images/style/properties/ca791a4fd15edf47eec63b406a8058d4_images.jpg
133,35437,Girls,Apparel,Bottomwear,Shorts,Black,Casual,Doodle Girls Washed Black Shorts,35437.jpg,http://assets.myntassets.com/v1/images/style/properties/e03bf84f412447b3f2a424bbf4fc8a70_images.jpg
134,18179,Girls,Apparel,Topwear,Tops,Black,Casual,Doodle Kids Girls Black Layer Top,18179.jpg,http://assets.myntassets.com/v1/images/style/properties/a0742e0ff38488bb96e5f971d402ec43_images.jpg
135,30725,Girls,Apparel,Topwear,Lehenga Choli,Pink,Ethnic,Fabindia Girls Printed Pink Lehenga Choli,30725.jpg,http://assets.myntassets.com/v1/images/style/properties/fefa355936f77e25a46b1a31c81c196d_images.jpg
136,39836,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Printed Peach Top,39836.jpg,http://assets.myntassets.com/v1/images/style/properties/99a915b2447ea8435c2fb3ace15e6669_images.jpg
137,33153,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,33153.jpg,http://assets.myntassets.com/v1/images/style/properties/c14e81ba38e2b61da5e76b91c23e6a33_images.jpg
138,39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Casual,Gini and Jony Girls Core Magenta Shorts,39831.jpg,http://assets.myntassets.com/v1/images/style/properties/6b2494c2fed66789745ba1740110981b_images.jpg
139,5570,Girls,Apparel,Dress,Dresses,Grey,Casual,Ant Kids Girl's Sleeveless With Flower Print Kidswear,5570.jpg,http://assets.myntassets.com/v1/images/style/properties/0f3fde0541471c4ce29052eb40ed4d5d_images.jpg
140,3819,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Minnie Summer Time Pink Top,3819.jpg,http://assets.myntassets.com/v1/images/style/properties/7331e5fb7516a0b01479629fc1947db6_images.jpg
141,38326,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Printed Top,38326.jpg,http://assets.myntassets.com/v1/images/style/properties/1e362eb632a23a34570c7bf9833aa1e4_images.jpg
142,34159,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,34159.jpg,http://assets.myntassets.com/v1/images/style/properties/1b74ee8cea9c97c3302fc04953e457c4_images.jpg
143,39010,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Kitch Peachy Pink Top,39010.jpg,http://assets.myntassets.com/v1/images/style/properties/c854d58e3ffe365a40a5ea7e4d2352c1_images.jpg
144,41307,Girls,Apparel,Topwear,Tops,Black,Casual,Gini and Jony Girls Black Top,41307.jpg,http://assets.myntassets.com/v1/images/style/properties/790803c7032789165bb07eab1e4a5883_images.jpg
145,34166,Girls,Apparel,Topwear,Tops,Magenta,Casual,Gini and Jony Girls Purple Top,34166.jpg,http://assets.myntassets.com/v1/images/style/properties/a31431e54b7f79cc55448b6857f83683_images.jpg
146,38935,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Gini and Jony Girls Black Leggings,38935.jpg,http://assets.myntassets.com/v1/images/style/properties/9bf1aebf2274360597b9f5e9774d44d7_images.jpg
147,38767,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Gini and Jony Girls Pink Shorts,38767.jpg,http://assets.myntassets.com/v1/images/style/properties/cb4e82452fa4114624b35526f46992ee_images.jpg
148,33149,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini and Jony Girls Pink Leggings,33149.jpg,http://assets.myntassets.com/v1/images/style/properties/c4ce324d240cf5a5acb89c3580fe26e0_images.jpg
149,38932,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini and Jony Girls Pink Leggings,38932.jpg,http://assets.myntassets.com/v1/images/style/properties/26f973eed1520b7c7a843068aed85a9a_images.jpg
150,43691,Girls,Apparel,Topwear,Tops,Yellow,Casual,Doodle Girls Printed Yellow Top,43691.jpg,http://assets.myntassets.com/v1/images/style/properties/0a872ce74f02f71e0bdbe8166508539c_images.jpg
151,34161,Girls,Apparel,Topwear,Tops,Black,Casual,Gini and Jony Girls Black Top,34161.jpg,http://assets.myntassets.com/v1/images/style/properties/710a42376524dbe89087b2b12c56a9ce_images.jpg
152,41300,Girls,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Girls Polo Striped Blue T-shirt,41300.jpg,http://assets.myntassets.com/v1/images/style/properties/d7366ac87251ef00ae7c3033568abdbc_images.jpg
153,38335,Girls,Apparel,Topwear,Tops,Red,Casual,Mr. Men Little Miss Girls Red Printed Top,38335.jpg,http://assets.myntassets.com/v1/images/style/properties/49bff522d3a8f446c29f4012eed556ca_images.jpg
154,8415,Girls,Apparel,Topwear,Tshirts,White,Casual,Doodle Girl's Hippie Chic White Teen Kidswear,8415.jpg,http://assets.myntassets.com/v1/images/style/properties/195a46e99bd3c51e2f88fe777e23bdf4_images.jpg
155,41309,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Woven Peach Top,41309.jpg,http://assets.myntassets.com/v1/images/style/properties/fd0eee34bc484a05520687ef5a0a26a6_images.jpg
156,30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Ethnic,Fabindia Girls Printed Magenta Salwar,30731.jpg,http://assets.myntassets.com/v1/images/style/properties/d60b0ba3c6e45128799668441083d47f_images.jpg
157,4213,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Summer Fun Fair Kidswear,4213.jpg,http://assets.myntassets.com/v1/images/style/properties/d7082cd29946f004ae77646f12cb20f6_images.jpg
158,34157,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Peach Top,34157.jpg,http://assets.myntassets.com/v1/images/style/properties/eda26a65d4c060fb3172bf3927f0f7e2_images.jpg
159,45568,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Knit White Top,45568.jpg,http://assets.myntassets.com/v1/images/style/properties/4c8dcc8b371c62917c9bfc26731ad06e_images.jpg
160,38332,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Top,38332.jpg,http://assets.myntassets.com/v1/images/style/properties/2d9f051e0a5d997c60482a498c6e7511_images.jpg
161,33147,Girls,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Girls Blue Jeans,33147.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Girls-Blue-Jeans_4e5ba6f0101300bab1d01fd08c4e2fa0_images.jpg
162,41755,Girls,Apparel,Topwear,Tops,Blue,Casual,Doodle Girls Printed Blue Top,41755.jpg,http://assets.myntassets.com/v1/images/style/properties/30a98d17d9ac2a4ddef9f43288826e1a_images.jpg
163,2741,Girls,Apparel,Topwear,Tops,Pink,Casual,Disney Kids Girl's Pink Kidswear,2741.jpg,http://assets.myntassets.com/v1/images/style/properties/cf8defc53a6242dc720dc826c169ca11_images.jpg
164,4214,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Yellow Summer Fun Fair Kidswear,4214.jpg,http://assets.myntassets.com/v1/images/style/properties/e36acede9349e771aa4abf311194cfb7_images.jpg
165,38769,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Gini and Jony Girls Printed Blue T-shirt,38769.jpg,http://assets.myntassets.com/v1/images/style/properties/1b54dc17dae740f9369e94ed2a43729e_images.jpg
166,52124,Girls,Apparel,Dress,Dresses,Orange,Casual,Doodle Girls Orange Printed Dress,52124.jpg,http://assets.myntassets.com/v1/images/style/properties/673684554c38ed455696e37ec102701f_images.jpg
167,2715,Girls,Apparel,Topwear,Tops,Orange,Casual,Disney Kids Girl's Minnie Orange Stripped Kidswear,2715.jpg,http://assets.myntassets.com/v1/images/style/properties/72dac0cf10225d04f75b8c123a47156b_images.jpg
168,35446,Girls,Apparel,Topwear,Tops,Peach,Casual,Doodle Girls Printed Peach Top,35446.jpg,http://assets.myntassets.com/v1/images/style/properties/90d5de5b75d9656d8bec3e8d5957fc49_images.jpg
169,3892,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Minnie Top With Green Bow Kidswear,3892.jpg,http://assets.myntassets.com/v1/images/style/properties/b3815b9becf3b7599396630e6d767602_images.jpg
170,35441,Girls,Apparel,Topwear,Tops,Peach,Casual,Doodle Girls Printed Peach Top,35441.jpg,http://assets.myntassets.com/v1/images/style/properties/629c608c39f5738670f359dfae4ccd46_images.jpg
171,41998,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Pretty Blossom Blue Top,41998.jpg,http://assets.myntassets.com/v1/images/style/properties/4873e7fc705e74ba244b436347f42677_images.jpg
172,38950,Girls,Apparel,Topwear,Tops,White,Casual,Palm Tree Girls White Top,38950.jpg,http://assets.myntassets.com/v1/images/style/properties/12a35e94f39d6d0af5327dc7d3762bdd_images.jpg
173,2712,Girls,Apparel,Dress,Dresses,Blue,Casual,Disney Kids Girl's Halter Neck Blue Kidswear,2712.jpg,http://assets.myntassets.com/v1/images/style/properties/45c9d2be693087317f84042fc4edcced_images.jpg
174,52123,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Pink Printed Dress,52123.jpg,http://assets.myntassets.com/v1/images/style/properties/79e71e6bb1a3969bbb6994aef1e6d87e_images.jpg
175,3895,Girls,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Girl's White Minnie With Pink Lace Kidswear,3895.jpg,http://assets.myntassets.com/v1/images/style/properties/e15fe7417d72174ec8747a27c004b5bf_images.jpg
176,39849,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Striped Blue Top,39849.jpg,http://assets.myntassets.com/v1/images/style/properties/b45ca9f0de9d375d3276e0eb191988d9_images.jpg
177,37576,Girls,Apparel,Socks,Booties,White,Casual,Madagascar 3 Infant Girls White Booties,37576.jpg,http://assets.myntassets.com/v1/images/style/properties/fb0b4f85873f045107207dd9da40e56c_images.jpg
178,37582,Girls,Apparel,Bottomwear,Shorts,White,Casual,Madagascar3 Girls White Shorts,37582.jpg,http://assets.myntassets.com/v1/images/style/properties/57db07637eef4f28453982d5cccb5e9b_images.jpg
179,38501,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Casual,Gini and Jony Woven Navy Blue Jeans,38501.jpg,http://assets.myntassets.com/v1/images/style/properties/38c04f85c582e84aaf4f72d90dea3506_images.jpg
180,37549,Girls,Apparel,Socks,Booties,Pink,Casual,Madagascar 3 Infants Girls Pink Booties,37549.jpg,http://assets.myntassets.com/v1/images/style/properties/652b58c0dc86f6c64d37c35da0c2858e_images.jpg
181,35448,Girls,Apparel,Topwear,Tops,Red,Casual,Doodle Girls Printed Red Top,35448.jpg,http://assets.myntassets.com/v1/images/style/properties/bdcb051154afdf6da0a6b1010e116c35_images.jpg
182,39847,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,39847.jpg,http://assets.myntassets.com/v1/images/style/properties/9b259b5381adce3947068eb78970c5ca_images.jpg
183,37585,Girls,Apparel,Topwear,Rompers,White,Casual,Madagascar3 Infant Girls White Snapsuit Romper,37585.jpg,http://assets.myntassets.com/v1/images/style/properties/161db47ca1a75cc57cf99dd351d6728b_images.jpg
184,37571,Girls,Apparel,Topwear,Tops,Green,Casual,Madagascar3 Infant Girls Light Green Spaghetti Top,37571.jpg,http://assets.myntassets.com/v1/images/style/properties/3773621f9d0a099fd78c453cbe222f14_images.jpg
185,41996,Girls,Apparel,Dress,Dresses,Black,Casual,Gini and Jony Girls Roseatte Black Dress,41996.jpg,http://assets.myntassets.com/v1/images/style/properties/f5269807c67744106c686230fa42184b_images.jpg
186,38506,Girls,Apparel,Bottomwear,Capris,Pink,Casual,Gini and Jony Girls Woven Pink Pedal Pusher,38506.jpg,http://assets.myntassets.com/v1/images/style/properties/0fe19b1763b81265b02894e87fcd9d2a_images.jpg
187,38333,Girls,Apparel,Topwear,Tops,Yellow,Casual,Hannah Montana Girls Yellow Printed Tops,38333.jpg,http://assets.myntassets.com/v1/images/style/properties/ca16400a4d734548059233a6cc34851f_images.jpg
188,38768,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Gini and Jony Girls Printed Blue T-shirt,38768.jpg,http://assets.myntassets.com/v1/images/style/properties/60c8febe16799a11be9df26f95d3b8a1_images.jpg
189,4215,Girls,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Girl's White Fun In The Fair Kidswear,4215.jpg,http://assets.myntassets.com/v1/images/style/properties/fc089b6f7fd2b70e7f4e07bf25647904_images.jpg
190,2740,Girls,Apparel,Topwear,Tops,Blue,Casual,Disney Kids Girl's Blue Kidswear,2740.jpg,http://assets.myntassets.com/v1/images/style/properties/f68af9cde009efeb220efe1dd197a7f4_images.jpg
191,8414,Girls,Apparel,Topwear,Tshirts,White,Casual,Doodle Girl's Hippie Chic White Kidswear,8414.jpg,http://assets.myntassets.com/v1/images/style/properties/b71ddd8fc49c9e1e0789239c9c4f027d_images.jpg
192,38334,Girls,Apparel,Topwear,Tops,White,Casual,Mr. Men Little Miss Girls White Printed Top,38334.jpg,http://assets.myntassets.com/v1/images/style/properties/a061fe79adf54e1bd0e55cb1f98cef0d_images.jpg
193,34156,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Peach Top,34156.jpg,http://assets.myntassets.com/v1/images/style/properties/8dcdf51ba668145a91068c8c5bd901e6_images.jpg
194,30730,Girls,Apparel,Bottomwear,Salwar,Purple,Ethnic,Fabindia Girls Printed Purple Salwar,30730.jpg,http://assets.myntassets.com/v1/images/style/properties/4e8a10ac79b52e72bf094e55064f067d_images.jpg
195,4212,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Yellow Kidswear,4212.jpg,http://assets.myntassets.com/v1/images/style/properties/fb7495739318639c7424e132c284a62b_images.jpg
196,38905,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Allen Solly Kids Girls Poplin Pink Shorts,38905.jpg,http://assets.myntassets.com/v1/images/style/properties/50ca45b6073db631892ac3832b412190_images.jpg
197,33148,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Gini and Jony Girls Black Leggings,33148.jpg,http://assets.myntassets.com/v1/images/style/properties/6772242176a1bd2dcba893ed6703f387_images.jpg
198,38766,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Gini and Jony Girls Pink Shorts,38766.jpg,http://assets.myntassets.com/v1/images/style/properties/9097ddc9c0e1272023976f8e8da00617_images.jpg
199,41301,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Gini and Jony Grils Polo Striped Pink T-shirt,41301.jpg,http://assets.myntassets.com/v1/images/style/properties/a11870999fdfd6a85cd2b5d5dad480ee_images.jpg
200,38933,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini and Jony Girls Pink Leggings,38933.jpg,http://assets.myntassets.com/v1/images/style/properties/759f163c719a08926859815a22ec8752_images.jpg
201,16806,Girls,Apparel,Bottomwear,Shorts,White,Casual,ANT Kids Girls Solid White Short,16806.jpg,http://assets.myntassets.com/v1/images/style/properties/cf46b60a97103f9d9e1b2eecb787519c_images.jpg
202,34158,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,34158.jpg,http://assets.myntassets.com/v1/images/style/properties/a629e45e71cb82fca4bae81bff0db070_images.jpg
203,39011,Girls,Apparel,Bottomwear,Leggings,Blue,Casual,Gini and Jony Girls Happy Style Blue Leggings,39011.jpg,http://assets.myntassets.com/v1/images/style/properties/9f7f2477e61d460ddfee2f7ad37010f4_images.jpg
204,38934,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Gini and Jony Girls Black Leggings,38934.jpg,http://assets.myntassets.com/v1/images/style/properties/06cf310359b5321c5764ee835ca96590_images.jpg
205,34167,Girls,Apparel,Dress,Dresses,White,Casual,Gini and Jony Girls White Dress,34167.jpg,http://assets.myntassets.com/v1/images/style/properties/7a0e5e515970f5a7c03962162fe332ce_images.jpg
206,37570,Girls,Apparel,Topwear,Tops,Pink,Casual,Madagascar3 Infant Girls Pink Spaghetti Top,37570.jpg,http://assets.myntassets.com/v1/images/style/properties/95e3b28e7429bb1775918b749c65dc94_images.jpg
207,39846,Girls,Apparel,Topwear,Tops,Green,Casual,Gini And Jony Girls Striped Green Top,39846.jpg,http://assets.myntassets.com/v1/images/style/properties/465ffca3c71dc060ed913c51d9f4210e_images.jpg
208,37584,Girls,Apparel,Topwear,Rompers,Green,Casual,Madagascar3 Infant Girls Light Green Snapsuit Romper,37584.jpg,http://assets.myntassets.com/v1/images/style/properties/b0f15bb0824c42f58f306efc5355387d_images.jpg
209,41997,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Pretty Blossom Blue Top,41997.jpg,http://assets.myntassets.com/v1/images/style/properties/7ef64ce5c3f66606feea411ea2f7d721_images.jpg
210,3851,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Minnie Heart Pink Kidswear,3851.jpg,http://assets.myntassets.com/v1/images/style/properties/a71ecf9ada04a0522578c0d2936b8d9b_images.jpg
211,41963,Girls,Apparel,Topwear,Tops,Green,Casual,Gini and Jony Girls Core Green Top,41963.jpg,http://assets.myntassets.com/v1/images/style/properties/bb955e5cf17ce286a156470cdf4defd8_images.jpg
212,37583,Girls,Apparel,Topwear,Rompers,Pink,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,37583.jpg,http://assets.myntassets.com/v1/images/style/properties/0a1e68148e5bccdf6d887e3dca19a0f1_images.jpg
213,39841,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Striped Pink Top,39841.jpg,http://assets.myntassets.com/v1/images/style/properties/2b6501da5b887cc512c2733add1bea9d_images.jpg
214,36207,Girls,Apparel,Topwear,Tops,White,Casual,Gini Jony Girls Printed White Top,36207.jpg,http://assets.myntassets.com/v1/images/style/properties/3fca0cc3f072a7ac07b2ea611dfe16e1_images.jpg
215,38500,Girls,Apparel,Bottomwear,Jeans,Black,Casual,Gini and Jony Girls Woven Black Jeans,38500.jpg,http://assets.myntassets.com/v1/images/style/properties/3e6b0cb6f9d61af7f061d53a30e996c9_images.jpg
216,35449,Girls,Apparel,Topwear,Tops,Navy Blue,Casual,Doodle Girls Striped Navy Blue Top,35449.jpg,http://assets.myntassets.com/v1/images/style/properties/950c1983b7d8f9f51c708e715eb2db43_images.jpg
217,41999,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pretty Blossom Pink Top,41999.jpg,http://assets.myntassets.com/v1/images/style/properties/2b33efafa05748285a6ea94dd8e9d524_images.jpg
218,3894,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Minnie With Green Lace Kidswear,3894.jpg,http://assets.myntassets.com/v1/images/style/properties/7b0ffdb902ac1859813faf2b0b085872_images.jpg
219,35447,Girls,Apparel,Topwear,Tops,Red,Casual,Doodle Girls Printed Red Top,35447.jpg,http://assets.myntassets.com/v1/images/style/properties/c9dcf7087e1b451ae77bae42ac0a377a_images.jpg
220,52125,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Pink Printed Dress,52125.jpg,http://assets.myntassets.com/v1/images/style/properties/2210e932090741098a9755e785bf2a3e_images.jpg
221,3893,Girls,Apparel,Topwear,Tshirts,Green,Casual,Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,3893.jpg,http://assets.myntassets.com/v1/images/style/properties/96d65a0c90b92186ce685a63663de85d_images.jpg
222,5215,Girls,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Girl's Pink White Sweet Hunny Pack of 2 Kidswear,5215.jpg,http://assets.myntassets.com/v1/images/style/properties/c231d68afb01c9fedb8192a9809e4632_images.jpg
223,42003,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Girls Elasticated Black Capris,42003.jpg,http://assets.myntassets.com/v1/images/style/properties/066fe14c0bb947515f48c4018d9b2f07_images.jpg
224,10672,Girls,Apparel,Topwear,Tops,Purple,Casual,Doodle Girls Little song board Purple Tops,10672.jpg,http://assets.myntassets.com/v1/images/style/properties/7e76f6f825d34f8c0c44e29a600b1422_images.jpg
225,43579,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Woven White Top,43579.jpg,http://assets.myntassets.com/v1/images/style/properties/37ed6e76b6283efc54b97365403e1b25_images.jpg
226,8364,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Doodle Girl's Happy Smiles Blue Pink Kidswear,8364.jpg,http://assets.myntassets.com/v1/images/style/properties/3f5b0b70fc152be5dd9170a8d0764b5c_images.jpg
227,42004,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Girls Elasticated Black Capris,42004.jpg,http://assets.myntassets.com/v1/images/style/properties/1e47ba4c735f8004313d7e7e612a059f_images.jpg
228,36727,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Printed Blue Top,36727.jpg,http://assets.myntassets.com/v1/images/style/properties/c0a4c887d2798f0ca40c1d0ffff0a9ea_images.jpg
229,5444,Girls,Apparel,Topwear,Tops,Black,Casual,Ant Kids Girl's Check Top Black Kidswear,5444.jpg,http://assets.myntassets.com/v1/images/style/properties/56881a82fc4389af32b2ce6970125601_images.jpg
230,40930,Girls,Apparel,Bottomwear,Leggings,Blue,Casual,Gini and Jony Girls Happy Style Blue Leggings,40930.jpg,http://assets.myntassets.com/v1/images/style/properties/b4e777240a5ea494c4dc0cd0117f1b15_images.jpg
231,37608,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Madagascar3 Girls Coral Printed T-Shirt,37608.jpg,http://assets.myntassets.com/v1/images/style/properties/6e6e593cf71f012cadbdeabbef2ce9df_images.jpg
232,37637,Girls,Apparel,Topwear,Tshirts,Teal,Casual,Madagascar3 Girls Teal Printed T-Shirt,37637.jpg,http://assets.myntassets.com/v1/images/style/properties/d7d3b44fb44df0d1253cdac70d77d6a4_images.jpg
233,43584,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pink Top,43584.jpg,http://assets.myntassets.com/v1/images/style/properties/f4c6ebcecd5dbf559369866175d83f53_images.jpg
234,31168,Girls,Apparel,Dress,Dresses,White,Casual,Gini and Jony Girls White Dress,31168.jpg,http://assets.myntassets.com/v1/images/style/properties/a3e6a3f1359d6fd17957512bf74eec4e_images.jpg
235,36729,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,36729.jpg,http://assets.myntassets.com/v1/images/style/properties/f49baabda694ec6c54103a9584da0427_images.jpg
236,38481,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Milan White Top,38481.jpg,http://assets.myntassets.com/v1/images/style/properties/0f450243c8540b96c3d3ac350e9496f7_images.jpg
237,57980,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls White and Purple Printed Top,57980.jpg,http://assets.myntassets.com/v1/images/style/properties/Doodle-Women-White-and-Purple-Printed-Top_fbbe6a150b587a858938962cf32758de_images.jpg
238,43577,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Woven Peach Top,43577.jpg,http://assets.myntassets.com/v1/images/style/properties/1b1d5eb32983414d4c5307315456a5c7_images.jpg
239,37630,Girls,Apparel,Topwear,Tshirts,Red,Casual,Madagascar3 Girls Soft Red Printed T-Shirt,37630.jpg,http://assets.myntassets.com/v1/images/style/properties/e6e4f832bd6a14fd02804f97217d4b4f_images.jpg
240,34015,Girls,Apparel,Dress,Dresses,Magenta,Casual,Gini and Jony Girls Pink Dress,34015.jpg,http://assets.myntassets.com/v1/images/style/properties/a796ba0a28290e5db9a37bff847b4a9b_images.jpg
241,25503,Girls,Apparel,Dress,Dresses,Black,Casual,Doodle Kids Girls Polka Dot Black Dress,25503.jpg,http://assets.myntassets.com/v1/images/style/properties/f099bd68b6da608dea6d51c2824833de_images.jpg
242,40997,Girls,Apparel,Bottomwear,Jeans,Black,Casual,Gini and Jony  Girls Woven Black Jeans,40997.jpg,http://assets.myntassets.com/v1/images/style/properties/3d605f2ebf93f8385ea762b8cfeb4b80_images.jpg
243,34012,Girls,Apparel,Topwear,Tops,White,Casual,Palm Tree Girls Printed White Top,34012.jpg,http://assets.myntassets.com/v1/images/style/properties/5ede19bb10a6c5673c89acbc280ae2ba_images.jpg
244,36745,Girls,Apparel,Apparel Set,Clothing Set,Red,Casual,Little Miss Girls Sunshine Red Clothing Set,36745.jpg,http://assets.myntassets.com/v1/images/style/properties/5254a38601288234bb4977e8e27a1891_images.jpg
245,40158,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Summer Up Blue Top,40158.jpg,http://assets.myntassets.com/v1/images/style/properties/1b77be040dae4cffe0fac23f54ee2779_images.jpg
246,40990,Girls,Apparel,Topwear,Tops,White,Casual,Palm Tree Girls Milan White Top,40990.jpg,http://assets.myntassets.com/v1/images/style/properties/b1ded201036aaff1bea218de976c6893_images.jpg
247,40999,Girls,Apparel,Bottomwear,Jeans,Black,Casual,Gini and Jony Girls Woven Black Jeans,40999.jpg,http://assets.myntassets.com/v1/images/style/properties/5fa8d2f065d6cbb6ec0229bc9fae005f_images.jpg
248,17609,Girls,Apparel,Topwear,Tshirts,White,Casual,Doodle Girls Raindrops White Tshirts,17609.jpg,http://assets.myntassets.com/v1/images/style/properties/6a4be3f8c17479c5a5968e56b51c8e33_images.jpg
249,5417,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Ant Kids Girls Blue T-shirt,5417.jpg,http://assets.myntassets.com/v1/images/style/properties/Ant-Kids-Girls-Pink-Humming-Birds-Kidswear_9ce0fe3ac57d06746a78cdc3d8b359a6_images.jpg
250,40156,Girls,Apparel,Topwear,Tops,Green,Casual,Gini and Jony Girls Core Green Top,40156.jpg,http://assets.myntassets.com/v1/images/style/properties/8ff78487998ce3099322d79f8a3798f7_images.jpg
251,5428,Girls,Apparel,Topwear,Tshirts,White,Casual,Ant Kids Girl's White Free Bird Kidswear,5428.jpg,http://assets.myntassets.com/v1/images/style/properties/734e3d93e92a5cb3b5d3dba256101ffa_images.jpg
252,37209,Girls,Apparel,Bottomwear,Jeans,Blue,Casual,United Colors of Benetton Girls Blue Jeans,37209.jpg,http://assets.myntassets.com/v1/images/style/properties/b63b1d49c7177bbf1052e6a770561253_images.jpg
